category_id,category_title,act_title,act_url,pdf_url,saved_path,status
2,Civil Laws,"Oath Act, 1873",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-bJc%3D-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administrator0158e1a02138a940073e102386a7525a.pdf,pakistan_code_pdfs\administrator0158e1a02138a940073e102386a7525a.pdf,downloaded
2,Civil Laws,"Pakistan Citizenship Act, 1951",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-ap%2BXZQ%3D%3D-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administratora2b6f3407a109a491d47d649f6ff0c01.pdf,pakistan_code_pdfs\administratora2b6f3407a109a491d47d649f6ff0c01.pdf,downloaded
2,Civil Laws,"Pakistan Coinage Act,1906",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-apaZ-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administrator7185aead954fdba01af9221ce6d9e3f8.pdf,pakistan_code_pdfs\administrator7185aead954fdba01af9221ce6d9e3f8.pdf,downloaded
2,Civil Laws,"Pakistan Currency Act, 1950",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-ap%2BVaw%3D%3D-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administratorfca27c0e6d692c2b4c7e5cf9aec7c40c.pdf,pakistan_code_pdfs\administratorfca27c0e6d692c2b4c7e5cf9aec7c40c.pdf,downloaded
2,Civil Laws,"Pakistan Environmental Protection Act, 1997",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-apqaZQ%3D%3D-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administrator17094efb999f9a865461eb1498175947.pdf,pakistan_code_pdfs\administrator17094efb999f9a865461eb1498175947.pdf,downloaded
2,Civil Laws,"Pakistan Merchant Shipping Ordinance, 2001",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-cp%2BUY2Jv-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administrator0506da23281ece11e55cd37fe1f0c072.pdf,pakistan_code_pdfs\administrator0506da23281ece11e55cd37fe1f0c072.pdf,downloaded
2,Civil Laws,"Pakistan Telecommunication (Re-organization) Act, 1996",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-apqWaw%3D%3D-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administratorcf6de2451af9e9d016e5fef2ac7e1562.pdf,pakistan_code_pdfs\administratorcf6de2451af9e9d016e5fef2ac7e1562.pdf,downloaded
2,Civil Laws,"Pakistan Tourist Guides Act, 1976",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-bpuUY2lo-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administrator74fcb4363cf22ef717cde24e97bdd849.pdf,pakistan_code_pdfs\administrator74fcb4363cf22ef717cde24e97bdd849.pdf,downloaded
2,Civil Laws,"Partition Act, 1893",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-cJ8%3D-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administrator32d19e5c21e9875c8aa6e9e234f86153.pdf,pakistan_code_pdfs\administrator32d19e5c21e9875c8aa6e9e234f86153.pdf,downloaded
2,Civil Laws,"Partnership Act, 1932",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-a5ab-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administratorbbc0b5b0d78c35e99e3b94f6b77b69db.pdf,pakistan_code_pdfs\administratorbbc0b5b0d78c35e99e3b94f6b77b69db.pdf,downloaded
2,Civil Laws,"Passports Act, 1974",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-bpuUY2lp-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administrator0ca6ad9e71e29aa62dce67b3f67aff45.pdf,pakistan_code_pdfs\administrator0ca6ad9e71e29aa62dce67b3f67aff45.pdf,downloaded
2,Civil Laws,"Patents Ordinance, 2000",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-apaUY2FobZo%3D-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administrator6b30eb225e07601de7078671e1cc7022.pdf,pakistan_code_pdfs\administrator6b30eb225e07601de7078671e1cc7022.pdf,downloaded
2,Civil Laws,"Port Authorities Lands And Buildings (Recovery Of Possession) Ordinance, 1962",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-cJ2c-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administratorb27d6e146d5ae6fc96b77e4a81fa3cf6.pdf,pakistan_code_pdfs\administratorb27d6e146d5ae6fc96b77e4a81fa3cf6.pdf,downloaded
2,Civil Laws,"Ports Act, 1908",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-apad-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administrator733f7a2d37e1edec33dbe8f6650c707a.pdf,pakistan_code_pdfs\administrator733f7a2d37e1edec33dbe8f6650c707a.pdf,downloaded
2,Civil Laws,"Powers-of-Attorney Act, 1882",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-bps%3D-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administratorb062eb64b9476b2fda4f4609312b273d.pdf,pakistan_code_pdfs\administratorb062eb64b9476b2fda4f4609312b273d.pdf,downloaded
2,Civil Laws,"Price Control and Prevention of Profiteering and Hoarding Act, 1977",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-bpuUZWVp-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administrator27d951fd230e0234282d0133cb695b0e.pdf,pakistan_code_pdfs\administrator27d951fd230e0234282d0133cb695b0e.pdf,downloaded
2,Civil Laws,"Private Security Companies Ordinance, 2001",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-cp%2BUY2Ft-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administratorafc4418d23915a0f096218584e031127.pdf,pakistan_code_pdfs\administratorafc4418d23915a0f096218584e031127.pdf,downloaded
2,Civil Laws,"Protection of Ports (Special Measures) Act, 1948",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-ap%2BUZw%3D%3D-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administrator0f28ec90593cc5ad5a87ecfdb07b9f8a.pdf,pakistan_code_pdfs\administrator0f28ec90593cc5ad5a87ecfdb07b9f8a.pdf,downloaded
2,Civil Laws,"Provincial Industrial Development Corporation (West Pakistan) Ordinance, 1962",https://www.pakistancode.gov.pk/english/UY2FqaJw1-apaUY2Fqa-cJ6b-sg-jjjjjjjjjjjjj,https://pakistancode.gov.pk/pdffiles/administrator0dfab7f2b790bd796874a4852c6ec18f.pdf,pakistan_code_pdfs\administrator0dfab7f2b790bd796874a4852c6ec18f.pdf,downloaded
